instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celsius,atemp_celsius,hum_percent,windspeed_kmh,temp_bin,humidity_bin,is_weekend,month,year,windspeed_bin,time_period
11442,2012-04-26,summer,2012,4,22,0,Friday,1,1,0.52,0.5,0.83,0.1642,20,163,183,21.32,25.0,83.0,11.0014,20-30°C,75-100%,False,4,2012,0-10 kmh,Evening (18-24)
11443,2012-04-26,summer,2012,4,23,0,Friday,1,1,0.5,0.4848,0.88,0.1642,6,106,112,20.5,24.240000000000002,88.0,11.0014,20-30°C,75-100%,False,4,2012,0-10 kmh,Evening (18-24)
11444,2012-04-27,summer,2012,4,0,0,Saturday,1,1,0.54,0.5152,0.68,0.5522,12,61,73,22.14,25.759999999999998,68.0,36.9974,20-30°C,50-75%,True,4,2012,20-30 kmh,Night (0-6)
11445,2012-04-27,summer,2012,4,1,0,Saturday,1,1,0.5,0.4848,0.59,0.4478,3,32,35,20.5,24.240000000000002,59.0,30.002599999999997,20-30°C,50-75%,True,4,2012,20-30 kmh,Night (0-6)
11446,2012-04-27,summer,2012,4,2,0,Saturday,1,1,0.48,0.4697,0.59,0.4179,4,18,22,19.68,23.485,59.0,27.999299999999998,10-20°C,50-75%,True,4,2012,20-30 kmh,Night (0-6)
11447,2012-04-27,summer,2012,4,3,0,Saturday,1,1,0.44,0.4394,0.47,0.4925,1,2,3,18.04,21.97,47.0,32.9975,10-20°C,25-50%,True,4,2012,20-30 kmh,Night (0-6)
11448,2012-04-27,summer,2012,4,4,0,Saturday,1,1,0.42,0.4242,0.44,0.2537,0,6,6,17.22,21.21,44.0,16.997899999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11449,2012-04-27,summer,2012,4,5,0,Saturday,1,1,0.42,0.4242,0.44,0.3582,0,19,19,17.22,21.21,44.0,23.9994,10-20°C,25-50%,True,4,2012,20-30 kmh,Night (0-6)
11450,2012-04-27,summer,2012,4,6,0,Saturday,1,1,0.4,0.4091,0.43,0.2537,5,115,120,16.400000000000002,20.455000000000002,43.0,16.997899999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11451,2012-04-27,summer,2012,4,7,0,Saturday,1,1,0.38,0.3939,0.5,0.2836,10,305,315,15.58,19.695,50.0,19.0012,10-20°C,25-50%,True,4,2012,0-10 kmh,Morning (6-12)
11452,2012-04-27,summer,2012,4,8,0,Saturday,1,1,0.4,0.4091,0.5,0.0,17,575,592,16.400000000000002,20.455000000000002,50.0,0.0,10-20°C,25-50%,True,4,2012,,Morning (6-12)
11453,2012-04-27,summer,2012,4,9,0,Saturday,1,1,0.42,0.4242,0.44,0.4925,42,292,334,17.22,21.21,44.0,32.9975,10-20°C,25-50%,True,4,2012,20-30 kmh,Morning (6-12)
11454,2012-04-27,summer,2012,4,10,0,Saturday,1,1,0.44,0.4394,0.38,0.4179,64,172,236,18.04,21.97,38.0,27.999299999999998,10-20°C,25-50%,True,4,2012,20-30 kmh,Morning (6-12)
11455,2012-04-27,summer,2012,4,11,0,Saturday,1,1,0.44,0.4394,0.38,0.3284,47,186,233,18.04,21.97,38.0,22.0028,10-20°C,25-50%,True,4,2012,20-30 kmh,Morning (6-12)
11456,2012-04-27,summer,2012,4,12,0,Saturday,1,1,0.46,0.4545,0.36,0.3582,63,244,307,18.86,22.725,36.0,23.9994,10-20°C,25-50%,True,4,2012,20-30 kmh,Morning (6-12)
11457,2012-04-27,summer,2012,4,13,0,Saturday,1,1,0.46,0.4545,0.33,0.3881,94,212,306,18.86,22.725,33.0,26.0027,10-20°C,25-50%,True,4,2012,20-30 kmh,Afternoon (12-18)
11458,2012-04-27,summer,2012,4,14,0,Saturday,1,1,0.46,0.4545,0.33,0.3284,94,206,300,18.86,22.725,33.0,22.0028,10-20°C,25-50%,True,4,2012,20-30 kmh,Afternoon (12-18)
11459,2012-04-27,summer,2012,4,15,0,Saturday,1,1,0.52,0.5,0.29,0.4925,101,223,324,21.32,25.0,28.999999999999996,32.9975,20-30°C,25-50%,True,4,2012,20-30 kmh,Afternoon (12-18)
11460,2012-04-27,summer,2012,4,16,0,Saturday,1,1,0.52,0.5,0.29,0.2537,105,335,440,21.32,25.0,28.999999999999996,16.997899999999998,20-30°C,25-50%,True,4,2012,0-10 kmh,Afternoon (12-18)
11461,2012-04-27,summer,2012,4,17,0,Saturday,1,1,0.54,0.5152,0.24,0.3881,89,613,702,22.14,25.759999999999998,24.0,26.0027,20-30°C,0-25%,True,4,2012,20-30 kmh,Afternoon (12-18)
11462,2012-04-27,summer,2012,4,18,0,Saturday,1,1,0.52,0.5,0.25,0.3582,94,560,654,21.32,25.0,25.0,23.9994,20-30°C,0-25%,True,4,2012,20-30 kmh,Afternoon (12-18)
11463,2012-04-27,summer,2012,4,19,0,Saturday,1,1,0.5,0.4848,0.27,0.3881,62,379,441,20.5,24.240000000000002,27.0,26.0027,20-30°C,25-50%,True,4,2012,20-30 kmh,Evening (18-24)
11464,2012-04-27,summer,2012,4,20,0,Saturday,1,1,0.46,0.4545,0.31,0.2836,49,240,289,18.86,22.725,31.0,19.0012,10-20°C,25-50%,True,4,2012,0-10 kmh,Evening (18-24)
11465,2012-04-27,summer,2012,4,21,0,Saturday,1,1,0.44,0.4394,0.33,0.2985,23,185,208,18.04,21.97,33.0,19.999499999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Evening (18-24)
11466,2012-04-27,summer,2012,4,22,0,Saturday,1,1,0.42,0.4242,0.38,0.2537,24,134,158,17.22,21.21,38.0,16.997899999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Evening (18-24)
11467,2012-04-27,summer,2012,4,23,0,Saturday,1,1,0.4,0.4091,0.4,0.2537,11,105,116,16.400000000000002,20.455000000000002,40.0,16.997899999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Evening (18-24)
11468,2012-04-28,summer,2012,4,0,0,Sunday,0,1,0.38,0.3939,0.43,0.1642,4,99,103,15.58,19.695,43.0,11.0014,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11469,2012-04-28,summer,2012,4,1,0,Sunday,0,1,0.36,0.3333,0.5,0.2985,7,60,67,14.76,16.665,50.0,19.999499999999998,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11470,2012-04-28,summer,2012,4,2,0,Sunday,0,1,0.36,0.3485,0.43,0.1642,8,49,57,14.76,17.424999999999997,43.0,11.0014,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11471,2012-04-28,summer,2012,4,3,0,Sunday,0,1,0.34,0.3182,0.49,0.2239,3,23,26,13.940000000000001,15.909999999999998,49.0,15.001299999999999,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11472,2012-04-28,summer,2012,4,4,0,Sunday,0,1,0.34,0.3333,0.49,0.1642,0,2,2,13.940000000000001,16.665,49.0,11.0014,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11473,2012-04-28,summer,2012,4,5,0,Sunday,0,1,0.34,0.3333,0.46,0.1343,2,3,5,13.940000000000001,16.665,46.0,8.9981,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11474,2012-04-28,summer,2012,4,6,0,Sunday,0,1,0.34,0.3333,0.49,0.194,10,18,28,13.940000000000001,16.665,49.0,12.998000000000001,10-20°C,25-50%,True,4,2012,0-10 kmh,Night (0-6)
11475,2012-04-28,summer,2012,4,7,0,Sunday,0,1,0.34,0.3333,0.49,0.1642,10,45,55,13.940000000000001,16.665,49.0,11.0014,10-20°C,25-50%,True,4,2012,0-10 kmh,Morning (6-12)
11476,2012-04-28,summer,2012,4,8,0,Sunday,0,1,0.38,0.3939,0.4,0.1343,24,134,158,15.58,19.695,40.0,8.9981,10-20°C,25-50%,True,4,2012,0-10 kmh,Morning (6-12)
11477,2012-04-28,summer,2012,4,9,0,Sunday,0,2,0.38,0.3939,0.37,0.0,45,169,214,15.58,19.695,37.0,0.0,10-20°C,25-50%,True,4,2012,,Morning (6-12)
11478,2012-04-28,summer,2012,4,10,0,Sunday,0,2,0.38,0.3939,0.4,0.1642,60,231,291,15.58,19.695,40.0,11.0014,10-20°C,25-50%,True,4,2012,0-10 kmh,Morning (6-12)
11479,2012-04-28,summer,2012,4,11,0,Sunday,0,2,0.38,0.3939,0.4,0.1045,96,262,358,15.58,19.695,40.0,7.0015,10-20°C,25-50%,True,4,2012,0-10 kmh,Morning (6-12)
11480,2012-04-28,summer,2012,4,12,0,Sunday,0,2,0.38,0.3939,0.43,0.0,105,276,381,15.58,19.695,43.0,0.0,10-20°C,25-50%,True,4,2012,,Morning (6-12)
11481,2012-04-28,summer,2012,4,13,0,Sunday,0,2,0.4,0.4091,0.37,0.0,120,269,389,16.400000000000002,20.455000000000002,37.0,0.0,10-20°C,25-50%,True,4,2012,,Afternoon (12-18)
11482,2012-04-28,summer,2012,4,14,0,Sunday,0,1,0.42,0.4242,0.38,0.1045,147,293,440,17.22,21.21,38.0,7.0015,10-20°C,25-50%,True,4,2012,0-10 kmh,Afternoon (12-18)
11483,2012-04-28,summer,2012,4,15,0,Sunday,0,1,0.42,0.4242,0.41,0.2239,148,260,408,17.22,21.21,41.0,15.001299999999999,10-20°C,25-50%,True,4,2012,0-10 kmh,Afternoon (12-18)
11484,2012-04-28,summer,2012,4,16,0,Sunday,0,2,0.44,0.4394,0.38,0.194,132,244,376,18.04,21.97,38.0,12.998000000000001,10-20°C,25-50%,True,4,2012,0-10 kmh,Afternoon (12-18)
11485,2012-04-28,summer,2012,4,17,0,Sunday,0,2,0.42,0.4242,0.41,0.1343,98,224,322,17.22,21.21,41.0,8.9981,10-20°C,25-50%,True,4,2012,0-10 kmh,Afternoon (12-18)
11486,2012-04-28,summer,2012,4,18,0,Sunday,0,3,0.4,0.4091,0.47,0.0,17,73,90,16.400000000000002,20.455000000000002,47.0,0.0,10-20°C,25-50%,True,4,2012,,Afternoon (12-18)
11487,2012-04-28,summer,2012,4,19,0,Sunday,0,3,0.36,0.3485,0.71,0.1343,29,110,139,14.76,17.424999999999997,71.0,8.9981,10-20°C,50-75%,True,4,2012,0-10 kmh,Evening (18-24)
11488,2012-04-28,summer,2012,4,20,0,Sunday,0,2,0.38,0.3939,0.66,0.0,21,81,102,15.58,19.695,66.0,0.0,10-20°C,50-75%,True,4,2012,,Evening (18-24)
11489,2012-04-28,summer,2012,4,21,0,Sunday,0,3,0.36,0.3485,0.71,0.194,12,72,84,14.76,17.424999999999997,71.0,12.998000000000001,10-20°C,50-75%,True,4,2012,0-10 kmh,Evening (18-24)
11490,2012-04-28,summer,2012,4,22,0,Sunday,0,2,0.36,0.3485,0.71,0.1343,17,66,83,14.76,17.424999999999997,71.0,8.9981,10-20°C,50-75%,True,4,2012,0-10 kmh,Evening (18-24)
11491,2012-04-28,summer,2012,4,23,0,Sunday,0,2,0.38,0.3939,0.76,0.0896,5,37,42,15.58,19.695,76.0,6.0032,10-20°C,75-100%,True,4,2012,0-10 kmh,Evening (18-24)
11492,2012-04-29,summer,2012,4,0,0,Monday,0,3,0.36,0.3485,0.81,0.1343,0,36,36,14.76,17.424999999999997,81.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11493,2012-04-29,summer,2012,4,1,0,Monday,0,2,0.36,0.3485,0.81,0.1343,5,37,42,14.76,17.424999999999997,81.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11494,2012-04-29,summer,2012,4,2,0,Monday,0,2,0.36,0.3636,0.87,0.1045,4,36,40,14.76,18.18,87.0,7.0015,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11495,2012-04-29,summer,2012,4,3,0,Monday,0,2,0.36,0.3485,0.87,0.194,2,14,16,14.76,17.424999999999997,87.0,12.998000000000001,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11496,2012-04-29,summer,2012,4,4,0,Monday,0,2,0.36,0.3485,0.87,0.1343,0,4,4,14.76,17.424999999999997,87.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11497,2012-04-29,summer,2012,4,5,0,Monday,0,1,0.34,0.3636,0.87,0.0,0,6,6,13.940000000000001,18.18,87.0,0.0,10-20°C,75-100%,False,4,2012,,Night (0-6)
11498,2012-04-29,summer,2012,4,6,0,Monday,0,1,0.34,0.3333,0.87,0.1343,1,6,7,13.940000000000001,16.665,87.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11499,2012-04-29,summer,2012,4,7,0,Monday,0,2,0.34,0.3333,0.87,0.1343,7,20,27,13.940000000000001,16.665,87.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Morning (6-12)
11500,2012-04-29,summer,2012,4,8,0,Monday,0,1,0.38,0.3939,0.76,0.1343,26,81,107,15.58,19.695,76.0,8.9981,10-20°C,75-100%,False,4,2012,0-10 kmh,Morning (6-12)
11501,2012-04-29,summer,2012,4,9,0,Monday,0,1,0.4,0.4091,0.71,0.1343,52,133,185,16.400000000000002,20.455000000000002,71.0,8.9981,10-20°C,50-75%,False,4,2012,0-10 kmh,Morning (6-12)
11502,2012-04-29,summer,2012,4,10,0,Monday,0,1,0.42,0.4242,0.67,0.0896,127,253,380,17.22,21.21,67.0,6.0032,10-20°C,50-75%,False,4,2012,0-10 kmh,Morning (6-12)
11503,2012-04-29,summer,2012,4,11,0,Monday,0,1,0.46,0.4545,0.51,0.0,128,283,411,18.86,22.725,51.0,0.0,10-20°C,50-75%,False,4,2012,,Morning (6-12)
11504,2012-04-29,summer,2012,4,12,0,Monday,0,1,0.48,0.4697,0.44,0.1045,223,361,584,19.68,23.485,44.0,7.0015,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11505,2012-04-29,summer,2012,4,13,0,Monday,0,1,0.5,0.4848,0.45,0.1045,226,369,595,20.5,24.240000000000002,45.0,7.0015,20-30°C,25-50%,False,4,2012,0-10 kmh,Afternoon (12-18)
11506,2012-04-29,summer,2012,4,14,0,Monday,0,1,0.54,0.5152,0.34,0.0,281,372,653,22.14,25.759999999999998,34.0,0.0,20-30°C,25-50%,False,4,2012,,Afternoon (12-18)
11507,2012-04-29,summer,2012,4,15,0,Monday,0,1,0.56,0.5303,0.37,0.1343,279,324,603,22.96,26.515,37.0,8.9981,20-30°C,25-50%,False,4,2012,0-10 kmh,Afternoon (12-18)
11508,2012-04-29,summer,2012,4,16,0,Monday,0,1,0.6,0.6061,0.28,0.194,240,347,587,24.599999999999998,30.305,28.000000000000004,12.998000000000001,20-30°C,25-50%,False,4,2012,0-10 kmh,Afternoon (12-18)
11509,2012-04-29,summer,2012,4,17,0,Monday,0,1,0.62,0.6061,0.27,0.2985,188,334,522,25.419999999999998,30.305,27.0,19.999499999999998,20-30°C,25-50%,False,4,2012,0-10 kmh,Afternoon (12-18)
11510,2012-04-29,summer,2012,4,18,0,Monday,0,1,0.6,0.6061,0.26,0.2836,164,323,487,24.599999999999998,30.305,26.0,19.0012,20-30°C,25-50%,False,4,2012,0-10 kmh,Afternoon (12-18)
11511,2012-04-29,summer,2012,4,19,0,Monday,0,1,0.56,0.5303,0.35,0.1343,128,247,375,22.96,26.515,35.0,8.9981,20-30°C,25-50%,False,4,2012,0-10 kmh,Evening (18-24)
11512,2012-04-29,summer,2012,4,20,0,Monday,0,1,0.56,0.5303,0.32,0.0896,45,198,243,22.96,26.515,32.0,6.0032,20-30°C,25-50%,False,4,2012,0-10 kmh,Evening (18-24)
11513,2012-04-29,summer,2012,4,21,0,Monday,0,1,0.52,0.5,0.48,0.1343,65,139,204,21.32,25.0,48.0,8.9981,20-30°C,25-50%,False,4,2012,0-10 kmh,Evening (18-24)
11514,2012-04-29,summer,2012,4,22,0,Monday,0,1,0.5,0.4848,0.45,0.0,23,85,108,20.5,24.240000000000002,45.0,0.0,20-30°C,25-50%,False,4,2012,,Evening (18-24)
11515,2012-04-29,summer,2012,4,23,0,Monday,0,1,0.48,0.4697,0.59,0.0,15,67,82,19.68,23.485,59.0,0.0,10-20°C,50-75%,False,4,2012,,Evening (18-24)
11516,2012-04-30,summer,2012,4,0,0,Tuesday,1,1,0.44,0.4394,0.72,0.1045,12,36,48,18.04,21.97,72.0,7.0015,10-20°C,50-75%,False,4,2012,0-10 kmh,Night (0-6)
11517,2012-04-30,summer,2012,4,1,0,Tuesday,1,1,0.42,0.4242,0.77,0.0896,9,15,24,17.22,21.21,77.0,6.0032,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11518,2012-04-30,summer,2012,4,2,0,Tuesday,1,1,0.42,0.4242,0.71,0.1343,3,5,8,17.22,21.21,71.0,8.9981,10-20°C,50-75%,False,4,2012,0-10 kmh,Night (0-6)
11519,2012-04-30,summer,2012,4,3,0,Tuesday,1,1,0.4,0.4091,0.76,0.1642,0,4,4,16.400000000000002,20.455000000000002,76.0,11.0014,10-20°C,75-100%,False,4,2012,0-10 kmh,Night (0-6)
11520,2012-04-30,summer,2012,4,4,0,Tuesday,1,1,0.38,0.3939,0.62,0.2537,0,2,2,15.58,19.695,62.0,16.997899999999998,10-20°C,50-75%,False,4,2012,0-10 kmh,Night (0-6)
11521,2012-04-30,summer,2012,4,5,0,Tuesday,1,1,0.38,0.3939,0.62,0.2537,1,19,20,15.58,19.695,62.0,16.997899999999998,10-20°C,50-75%,False,4,2012,0-10 kmh,Night (0-6)
11522,2012-04-30,summer,2012,4,6,0,Tuesday,1,1,0.4,0.4091,0.47,0.194,2,121,123,16.400000000000002,20.455000000000002,47.0,12.998000000000001,10-20°C,25-50%,False,4,2012,0-10 kmh,Night (0-6)
11523,2012-04-30,summer,2012,4,7,0,Tuesday,1,1,0.4,0.4091,0.5,0.194,6,343,349,16.400000000000002,20.455000000000002,50.0,12.998000000000001,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11524,2012-04-30,summer,2012,4,8,0,Tuesday,1,1,0.4,0.4091,0.43,0.194,17,579,596,16.400000000000002,20.455000000000002,43.0,12.998000000000001,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11525,2012-04-30,summer,2012,4,9,0,Tuesday,1,2,0.4,0.4091,0.43,0.194,29,239,268,16.400000000000002,20.455000000000002,43.0,12.998000000000001,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11526,2012-04-30,summer,2012,4,10,0,Tuesday,1,2,0.42,0.4242,0.41,0.1642,41,116,157,17.22,21.21,41.0,11.0014,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11527,2012-04-30,summer,2012,4,11,0,Tuesday,1,2,0.44,0.4394,0.44,0.1045,52,111,163,18.04,21.97,44.0,7.0015,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11528,2012-04-30,summer,2012,4,12,0,Tuesday,1,2,0.44,0.4394,0.47,0.1343,45,180,225,18.04,21.97,47.0,8.9981,10-20°C,25-50%,False,4,2012,0-10 kmh,Morning (6-12)
11529,2012-04-30,summer,2012,4,13,0,Tuesday,1,2,0.48,0.4697,0.51,0.0896,48,199,247,19.68,23.485,51.0,6.0032,10-20°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11530,2012-04-30,summer,2012,4,14,0,Tuesday,1,2,0.5,0.4848,0.55,0.1343,56,162,218,20.5,24.240000000000002,55.00000000000001,8.9981,20-30°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11531,2012-04-30,summer,2012,4,15,0,Tuesday,1,2,0.52,0.5,0.55,0.1045,55,176,231,21.32,25.0,55.00000000000001,7.0015,20-30°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11532,2012-04-30,summer,2012,4,16,0,Tuesday,1,1,0.56,0.5303,0.6,0.194,44,303,347,22.96,26.515,60.0,12.998000000000001,20-30°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11533,2012-04-30,summer,2012,4,17,0,Tuesday,1,1,0.56,0.5303,0.6,0.1642,66,617,683,22.96,26.515,60.0,11.0014,20-30°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11534,2012-04-30,summer,2012,4,18,0,Tuesday,1,2,0.56,0.5303,0.6,0.2239,53,611,664,22.96,26.515,60.0,15.001299999999999,20-30°C,50-75%,False,4,2012,0-10 kmh,Afternoon (12-18)
11535,2012-04-30,summer,2012,4,19,0,Tuesday,1,2,0.54,0.5152,0.64,0.2537,51,420,471,22.14,25.759999999999998,64.0,16.997899999999998,20-30°C,50-75%,False,4,2012,0-10 kmh,Evening (18-24)
11536,2012-04-30,summer,2012,4,20,0,Tuesday,1,2,0.52,0.5,0.59,0.194,28,281,309,21.32,25.0,59.0,12.998000000000001,20-30°C,50-75%,False,4,2012,0-10 kmh,Evening (18-24)
11537,2012-04-30,summer,2012,4,21,0,Tuesday,1,2,0.52,0.5,0.59,0.194,26,195,221,21.32,25.0,59.0,12.998000000000001,20-30°C,50-75%,False,4,2012,0-10 kmh,Evening (18-24)
11538,2012-04-30,summer,2012,4,22,0,Tuesday,1,2,0.52,0.5,0.55,0.1642,11,123,134,21.32,25.0,55.00000000000001,11.0014,20-30°C,50-75%,False,4,2012,0-10 kmh,Evening (18-24)
11539,2012-04-30,summer,2012,4,23,0,Tuesday,1,2,0.52,0.5,0.55,0.2239,10,50,60,21.32,25.0,55.00000000000001,15.001299999999999,20-30°C,50-75%,False,4,2012,0-10 kmh,Evening (18-24)
11540,2012-05-01,summer,2012,5,0,0,Wednesday,1,2,0.5,0.4848,0.59,0.194,7,28,35,20.5,24.240000000000002,59.0,12.998000000000001,20-30°C,50-75%,False,5,2012,0-10 kmh,Night (0-6)
11541,2012-05-01,summer,2012,5,1,0,Wednesday,1,2,0.5,0.4848,0.63,0.1343,0,21,21,20.5,24.240000000000002,63.0,8.9981,20-30°C,50-75%,False,5,2012,0-10 kmh,Night (0-6)
11542,2012-05-01,summer,2012,5,2,0,Wednesday,1,2,0.5,0.4848,0.72,0.0896,1,7,8,20.5,24.240000000000002,72.0,6.0032,20-30°C,50-75%,False,5,2012,0-10 kmh,Night (0-6)
11543,2012-05-01,summer,2012,5,3,0,Wednesday,1,2,0.5,0.4848,0.77,0.0,1,2,3,20.5,24.240000000000002,77.0,0.0,20-30°C,75-100%,False,5,2012,,Night (0-6)
11544,2012-05-01,summer,2012,5,4,0,Wednesday,1,2,0.52,0.5,0.72,0.0896,1,7,8,21.32,25.0,72.0,6.0032,20-30°C,50-75%,False,5,2012,0-10 kmh,Night (0-6)
11545,2012-05-01,summer,2012,5,5,0,Wednesday,1,2,0.52,0.5,0.72,0.0896,0,17,17,21.32,25.0,72.0,6.0032,20-30°C,50-75%,False,5,2012,0-10 kmh,Night (0-6)
11546,2012-05-01,summer,2012,5,6,0,Wednesday,1,3,0.52,0.5,0.77,0.1045,2,24,26,21.32,25.0,77.0,7.0015,20-30°C,75-100%,False,5,2012,0-10 kmh,Night (0-6)
11547,2012-05-01,summer,2012,5,7,0,Wednesday,1,2,0.5,0.4848,0.94,0.2537,8,161,169,20.5,24.240000000000002,94.0,16.997899999999998,20-30°C,75-100%,False,5,2012,0-10 kmh,Morning (6-12)
11548,2012-05-01,summer,2012,5,8,0,Wednesday,1,2,0.52,0.5,0.94,0.2836,19,538,557,21.32,25.0,94.0,19.0012,20-30°C,75-100%,False,5,2012,0-10 kmh,Morning (6-12)
11549,2012-05-01,summer,2012,5,9,0,Wednesday,1,2,0.54,0.5152,0.88,0.194,18,331,349,22.14,25.759999999999998,88.0,12.998000000000001,20-30°C,75-100%,False,5,2012,0-10 kmh,Morning (6-12)
11550,2012-05-01,summer,2012,5,10,0,Wednesday,1,1,0.62,0.5909,0.78,0.2537,30,144,174,25.419999999999998,29.544999999999998,78.0,16.997899999999998,20-30°C,75-100%,False,5,2012,0-10 kmh,Morning (6-12)
11551,2012-05-01,summer,2012,5,11,0,Wednesday,1,2,0.66,0.6212,0.65,0.2836,50,179,229,27.060000000000002,31.06,65.0,19.0012,20-30°C,50-75%,False,5,2012,0-10 kmh,Morning (6-12)
11552,2012-05-01,summer,2012,5,12,0,Wednesday,1,2,0.7,0.6515,0.58,0.2239,41,228,269,28.7,32.574999999999996,57.99999999999999,15.001299999999999,20-30°C,50-75%,False,5,2012,0-10 kmh,Morning (6-12)
11553,2012-05-01,summer,2012,5,13,0,Wednesday,1,2,0.72,0.6667,0.51,0.2239,41,208,249,29.52,33.335,51.0,15.001299999999999,20-30°C,50-75%,False,5,2012,0-10 kmh,Afternoon (12-18)
11554,2012-05-01,summer,2012,5,14,0,Wednesday,1,2,0.74,0.6667,0.48,0.2537,37,167,204,30.34,33.335,48.0,16.997899999999998,30-40°C,25-50%,False,5,2012,0-10 kmh,Afternoon (12-18)
11555,2012-05-01,summer,2012,5,15,0,Wednesday,1,2,0.74,0.6667,0.45,0.2239,48,186,234,30.34,33.335,45.0,15.001299999999999,30-40°C,25-50%,False,5,2012,0-10 kmh,Afternoon (12-18)
11556,2012-05-01,summer,2012,5,16,0,Wednesday,1,1,0.74,0.6667,0.45,0.194,41,313,354,30.34,33.335,45.0,12.998000000000001,30-40°C,25-50%,False,5,2012,0-10 kmh,Afternoon (12-18)
11557,2012-05-01,summer,2012,5,17,0,Wednesday,1,1,0.74,0.6667,0.48,0.0896,65,616,681,30.34,33.335,48.0,6.0032,30-40°C,25-50%,False,5,2012,0-10 kmh,Afternoon (12-18)
11558,2012-05-01,summer,2012,5,18,0,Wednesday,1,1,0.7,0.6515,0.54,0.1343,81,662,743,28.7,32.574999999999996,54.0,8.9981,20-30°C,50-75%,False,5,2012,0-10 kmh,Afternoon (12-18)
11559,2012-05-01,summer,2012,5,19,0,Wednesday,1,1,0.7,0.6515,0.54,0.1343,58,429,487,28.7,32.574999999999996,54.0,8.9981,20-30°C,50-75%,False,5,2012,0-10 kmh,Evening (18-24)
11560,2012-05-01,summer,2012,5,20,0,Wednesday,1,1,0.66,0.6212,0.61,0.1642,36,299,335,27.060000000000002,31.06,61.0,11.0014,20-30°C,50-75%,False,5,2012,0-10 kmh,Evening (18-24)
11561,2012-05-01,summer,2012,5,21,0,Wednesday,1,1,0.64,0.6061,0.65,0.1343,31,251,282,26.240000000000002,30.305,65.0,8.9981,20-30°C,50-75%,False,5,2012,0-10 kmh,Evening (18-24)
11562,2012-05-01,summer,2012,5,22,0,Wednesday,1,1,0.64,0.6061,0.65,0.0,21,190,211,26.240000000000002,30.305,65.0,0.0,20-30°C,50-75%,False,5,2012,,Evening (18-24)
11563,2012-05-01,summer,2012,5,23,0,Wednesday,1,1,0.6,0.5758,0.78,0.0,16,79,95,24.599999999999998,28.79,78.0,0.0,20-30°C,75-100%,False,5,2012,,Evening (18-24)
11564,2012-05-02,summer,2012,5,0,0,Thursday,1,1,0.6,0.5758,0.78,0.1045,4,43,47,24.599999999999998,28.79,78.0,7.0015,20-30°C,75-100%,False,5,2012,0-10 kmh,Night (0-6)
11565,2012-05-02,summer,2012,5,1,0,Thursday,1,1,0.56,0.5303,0.83,0.0,8,7,15,22.96,26.515,83.0,0.0,20-30°C,75-100%,False,5,2012,,Night (0-6)
11566,2012-05-02,summer,2012,5,2,0,Thursday,1,1,0.56,0.5303,0.83,0.0,7,9,16,22.96,26.515,83.0,0.0,20-30°C,75-100%,False,5,2012,,Night (0-6)
11567,2012-05-02,summer,2012,5,3,0,Thursday,1,1,0.56,0.5303,0.83,0.0896,0,6,6,22.96,26.515,83.0,6.0032,20-30°C,75-100%,False,5,2012,0-10 kmh,Night (0-6)
